Date,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Distance from Maumee Inlet (km),Shore Distance (euc dis),CTD Temperature (°C)_2wks,CTD Temperature (°C)_4wks,CTD Temperature (°C)_6wks,CTD Dissolved Oxygen (mg/L)_2wks,CTD Dissolved Oxygen (mg/L)_4wks,CTD Dissolved Oxygen (mg/L)_6wks,Total Phosphorus (µg P/L)_2wks,Total Phosphorus (µg P/L)_4wks,Total Phosphorus (µg P/L)_6wks,Total Dissolved Phosphorus (µg P/L)_2wks,Total Dissolved Phosphorus (µg P/L)_4wks,Total Dissolved Phosphorus (µg P/L)_6wks,Soluble Reactive Phosphorus (µg P/L)_2wks,Soluble Reactive Phosphorus (µg P/L)_4wks,Soluble Reactive Phosphorus (µg P/L)_6wks,Ammonia (µg N/L)_2wks,Ammonia (µg N/L)_4wks,Ammonia (µg N/L)_6wks,Nitrate + Nitrite (mg N/L)_2wks,Nitrate + Nitrite (mg N/L)_4wks,Nitrate + Nitrite (mg N/L)_6wks,N:P Mass Ratio_2wks,N:P Mass Ratio_4wks,N:P Mass Ratio_6wks,Particulate Microcystin (µg/L)
2012-06-10,0,0,0,1,0,0,0,0,17.69285145650935,0.03438506888117802,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,34.06125000000001,23.16,23.16,13.136875000000002,6.009999999999999,6.009999999999999,7.390625,3.02,3.02,34.26375,11.28,11.28,0.5585625000000001,0.513,0.513,17.5451106973991,22.150259067357517,22.150259067357517,0.09999999999999999
2012-06-10,0,0,0,1,0,0,0,0,13.560847944124214,0.05530211723973821,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,42.01,42.01,42.01,12.290000000000001,12.290000000000001,12.290000000000001,5.1499999999999995,5.1499999999999995,5.1499999999999995,14.680000000000003,14.680000000000003,14.680000000000003,0.4660000000000001,0.4660000000000001,0.4660000000000001,11.092597000714118,11.092597000714118,11.092597000714118,0.09999999999999999
2012-06-10,0,0,0,1,0,0,0,0,26.911922269979474,0.1290632341719481,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,10.815000000000001,8.25,8.25,3.4400000000000004,4.61,4.61,1.091875,2.02,2.02,21.246874999999996,28.789999999999996,28.789999999999996,0.323875,0.325,0.325,31.41810375416932,39.393939393939384,39.393939393939384,0.09999999999999999
2012-06-10,0,0,0,1,0,0,0,0,6.725488694590628,0.015474210606882338,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,53.21,22.520000000000003,22.520000000000003,16.06125,9.659999999999998,9.659999999999998,5.253750000000001,2.9699999999999998,2.9699999999999998,26.767500000000002,35.699999999999996,35.699999999999996,1.2670624999999998,0.515,0.515,23.520174594271737,22.868561278863236,22.868561278863236,0.09999999999999999
2012-06-17,0,0,0,1,0,0,0,0,13.54363011820819,0.055489436639685565,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,41.1964935064935,42.01,42.01,11.944805194805195,12.290000000000001,12.290000000000001,4.807922077922078,5.1499999999999995,5.1499999999999995,14.619220779220779,14.680000000000003,14.680000000000003,0.4648311688311688,0.4660000000000001,0.4660000000000001,11.341411334610234,11.092597000714118,11.092597000714118,0.09999999999999999
2012-06-17,0,0,0,1,0,0,0,0,17.769200820839057,0.0335094939155249,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,40.881136363636365,25.755535714285713,23.16,17.96891233766234,7.706874999999999,6.009999999999999,10.325438311688313,4.060625,3.02,49.599642857142854,16.752321428571427,11.28,0.5839334415584414,0.5238482142857144,0.513,14.512363575399231,21.053795169748366,22.150259067357517,0.09999999999999999
2012-06-17,0,0,0,1,0,0,0,0,26.931257297446077,0.12891614131546394,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,12.296103896103899,8.860714285714286,8.25,2.7076623376623377,4.331428571428572,4.61,0.4490422077922078,1.799017857142857,2.02,15.048782467532467,26.994017857142858,28.789999999999996,0.31882142857142853,0.32473214285714286,0.325,26.24298791458054,37.49493090827985,39.393939393939384,0.09999999999999999
2012-06-17,0,0,0,1,0,0,0,0,6.777648538741515,0.016391404460624703,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,71.74584415584415,29.827142857142857,22.520000000000003,19.826071428571428,11.184107142857142,9.659999999999998,6.552629870129871,3.5137499999999995,2.9699999999999998,20.000194805194802,33.57321428571429,35.699999999999996,1.7156996753246752,0.6940625,0.515,23.52127367153437,23.023707306341446,22.868561278863236,0.09999999999999999
2012-06-24,0,0,0,1,0,0,0,0,6.830658521423396,0.017308430224878293,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,57.38772727272727,53.21,22.520000000000003,16.105,16.06125,9.659999999999998,4.907727272727273,5.253750000000001,2.9699999999999998,14.344090909090909,26.767500000000002,35.699999999999996,1.3238181818181818,1.2670624999999998,0.515,20.403819860605438,23.520174594271737,22.868561278863236,0.11645161290322581
2012-06-24,0,0,0,1,0,0,0,0,13.524000280231474,0.055773004802805524,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,35.36636363636364,42.01,42.01,9.47090909090909,12.290000000000001,12.290000000000001,2.3563636363636364,5.1499999999999995,5.1499999999999995,14.183636363636364,14.680000000000003,14.680000000000003,0.45645454545454545,0.4660000000000001,0.4660000000000001,13.124580727532406,11.092597000714118,11.092597000714118,0.10642857142857143
2012-06-24,0,0,0,1,0,0,0,0,17.83184661385279,0.03276435721571867,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,37.47136363636364,34.06125000000001,23.16,18.41590909090909,13.136875000000002,6.009999999999999,10.395454545454545,7.390625,3.02,49.27,34.26375,11.28,0.5472272727272728,0.5585625000000001,0.513,14.865331938460008,17.5451106973991,22.150259067357517,0.10407142857142858
2012-06-24,0,0,0,1,0,0,0,0,26.922897966430117,0.12892933656913683,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,10.608181818181817,10.815000000000001,8.25,3.0709090909090904,3.4400000000000004,4.61,0.2936363636363636,1.091875,2.02,6.808181818181818,21.246874999999996,28.789999999999996,0.288,0.323875,0.325,27.409128669758104,31.41810375416932,39.393939393939384,0.09999999999999999
2012-07-01,0,0,0,0,1,0,0,0,17.730049551074895,0.03358447970607513,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,32.402727272727276,40.881136363636365,25.755535714285713,18.151818181818182,17.96891233766234,7.706874999999999,10.00090909090909,10.325438311688313,4.060625,46.4,49.599642857142854,16.752321428571427,0.5004545454545454,0.5839334415584414,0.5238482142857144,15.767335245044137,14.512363575399231,21.053795169748366,0.157
2012-07-01,0,0,0,0,1,0,0,0,13.519430955636745,0.05565956454549741,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,29.26272727272727,41.1964935064935,42.01,7.903636363636363,11.944805194805195,12.290000000000001,1.2672727272727273,4.807922077922078,5.1499999999999995,16.501818181818184,14.619220779220779,14.680000000000003,0.41990909090909095,0.4648311688311688,0.4660000000000001,14.366637257160837,11.341411334610234,11.092597000714118,0.19000000000000003
2012-07-01,0,0,0,0,1,0,0,0,26.913420856018906,0.12887299298815494,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,11.027272727272727,12.296103896103899,8.860714285714286,3.5245454545454544,2.7076623376623377,4.331428571428572,0.26636363636363636,0.4490422077922078,1.799017857142857,2.0109090909090908,15.048782467532467,26.994017857142858,0.24672727272727274,0.31882142857142853,0.32473214285714286,24.189000580237426,26.24298791458054,37.49493090827985,0.09999999999999999
2012-07-01,0,0,0,0,1,0,0,0,6.893870166477211,0.018223438915266555,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,37.695454545454545,71.74584415584415,29.827142857142857,11.17,19.826071428571428,11.184107142857142,2.7854545454545456,6.552629870129871,3.5137499999999995,8.868181818181819,20.000194805194802,33.57321428571429,0.7956363636363636,1.7156996753246752,0.6940625,16.780654770510303,23.52127367153437,23.023707306341446,0.33032258064516123
2012-07-08,0,0,0,0,1,0,0,0,13.519045106981451,0.05543584417140373,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,24.926772727272724,35.36636363636364,42.01,8.021720779220779,9.47090909090909,12.290000000000001,2.345655844155844,2.3563636363636364,5.1499999999999995,21.913253246753246,14.183636363636364,14.680000000000003,0.3479480519480519,0.45645454545454545,0.4660000000000001,14.290835097857224,13.124580727532406,11.092597000714118,0.29500000000000004
2012-07-08,0,0,0,0,1,0,0,0,26.903633251331232,0.1287973330642134,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,14.7012987012987,10.608181818181817,10.815000000000001,3.8711688311688315,3.0709090909090904,3.4400000000000004,0.3088506493506493,0.2936363636363636,1.091875,2.2853051948051943,6.808181818181818,21.246874999999996,0.19933701298701298,0.288,0.323875,14.337436739558525,27.409128669758104,31.41810375416932,0.09999999999999999
2012-07-08,0,0,0,0,1,0,0,0,17.582573917243767,0.034839396415921216,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,27.704415584415585,37.47136363636364,34.06125000000001,17.68618181818182,18.41590909090909,13.136875000000002,9.433376623376622,10.395454545454545,7.390625,42.885642857142855,49.27,34.26375,0.44835974025974024,0.5472272727272728,0.5585625000000001,16.30151249741203,14.865331938460008,17.5451106973991,0.22349999999999998
2012-07-08,0,0,0,0,1,0,0,0,6.95991560663434,0.01913788730735889,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,20.316066191872643,57.38772727272727,53.21,6.949539170506911,16.105,16.06125,1.1073565144532889,4.907727272727273,5.253750000000001,3.7542144951822363,14.344090909090909,26.767500000000002,0.2977737746124842,1.3238181818181818,1.2670624999999998,13.211245509515393,20.403819860605438,23.520174594271737,0.599032258064516
2012-07-15,0,0,0,0,1,0,0,0,7.025961046791471,0.020052335699451227,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,30.69129032258064,37.695454545454545,71.74584415584415,11.303548387096773,11.17,19.826071428571428,4.759354838709678,2.7854545454545456,6.552629870129871,2.983548387096775,8.868181818181819,20.000194805194802,0.16374193548387095,0.7956363636363636,1.7156996753246752,10.286906197723129,16.780654770510303,23.52127367153437,0.8677419354838708
2012-07-15,0,0,0,0,1,0,0,0,13.493134375771065,0.05486966870194957,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,33.163000000000004,29.26272727272727,41.1964935064935,8.334999999999999,7.903636363636363,11.944805194805195,2.161,1.2672727272727273,4.807922077922078,19.410999999999998,16.501818181818184,14.619220779220779,0.28300000000000003,0.41990909090909095,0.4648311688311688,11.039563826406688,14.366637257160837,11.341411334610234,0.3848051948051949
2012-07-15,0,0,0,0,1,0,0,0,17.474234791769458,0.035733284603666836,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,27.45,32.402727272727276,40.881136363636365,14.802000000000003,18.151818181818182,17.96891233766234,6.79,10.00090909090909,10.325438311688313,31.639000000000003,46.4,49.599642857142854,0.3324000000000001,0.5004545454545454,0.5839334415584414,12.42177709918514,15.767335245044137,14.512363575399231,0.31302597402597404
2012-07-15,0,0,0,0,1,0,0,0,26.882664929064955,0.12872788106319769,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,15.5,11.027272727272727,12.296103896103899,4.329999999999999,3.5245454545454544,2.7076623376623377,0.403,0.26636363636363636,0.4490422077922078,3.027,2.0109090909090908,15.048782467532467,0.1789,0.24672727272727274,0.31882142857142853,11.541935483870969,24.189000580237426,26.24298791458054,0.1296103896103896
2012-07-22,0,0,0,0,1,0,0,0,17.60723746782887,0.0344008302384596,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,28.43,27.704415584415585,37.47136363636364,11.246,17.68618181818182,18.41590909090909,3.5699999999999994,9.433376623376622,10.395454545454545,18.244500000000002,42.885642857142855,49.27,0.19870000000000002,0.44835974025974024,0.5472272727272728,7.315954853570809,16.30151249741203,14.865331938460008,0.5445454545454546
2012-07-22,0,0,0,0,1,0,0,0,7.092006486948599,0.020966784091543563,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,48.776129032258055,20.316066191872643,57.38772727272727,18.039354838709677,6.949539170506911,16.105,9.891935483870967,1.1073565144532889,4.907727272727273,3.419354838709677,3.7542144951822363,14.344090909090909,0.1307741935483871,0.2977737746124842,1.3238181818181818,7.541752982931601,13.211245509515393,20.403819860605438,1.1364516129032258
2012-07-22,0,0,0,0,1,0,0,0,13.30982020213761,0.05219168681110583,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,44.8915,24.926772727272724,35.36636363636364,8.7025,8.021720779220779,9.47090909090909,1.6255000000000002,2.345655844155844,2.3563636363636364,14.7105,21.913253246753246,14.183636363636364,0.22,0.3479480519480519,0.45645454545454545,6.906217801582009,14.290835097857224,13.124580727532406,0.38090909090909086
2012-07-22,0,0,0,0,1,0,0,0,26.792748848397288,0.12869671125355775,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,15.5,14.7012987012987,10.608181818181817,4.82,3.8711688311688315,3.0709090909090904,0.5115,0.3088506493506493,0.2936363636363636,3.8984999999999994,2.2853051948051943,6.808181818181818,0.16595000000000004,0.19933701298701298,0.288,10.706451612903225,14.337436739558525,27.409128669758104,0.3418181818181818
2012-07-29,0,0,0,0,1,0,0,0,26.837824147307547,0.12938350119467049,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,17.33116883116883,15.5,11.027272727272727,5.625584415584416,4.329999999999999,3.5245454545454544,0.7407402597402598,0.403,0.26636363636363636,4.861207792207792,3.027,2.0109090909090908,0.14507922077922078,0.1789,0.24672727272727274,9.26604363378557,11.541935483870969,24.189000580237426,0.7446428571428572
2012-07-29,0,0,0,0,1,0,0,0,17.5564899663025,0.03315010610020868,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,30.264805194805195,27.45,32.402727272727276,9.059714285714286,14.802000000000003,18.151818181818182,1.5281818181818179,6.79,10.00090909090909,7.489103896103897,31.639000000000003,46.4,0.07778701298701299,0.3324000000000001,0.5004545454545454,2.6984349423133582,12.42177709918514,15.767335245044137,0.55875
2012-07-29,0,0,0,0,1,0,0,0,13.309976753853062,0.05234287015040608,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,55.523597402597396,33.163000000000004,29.26272727272727,10.270194805194805,8.334999999999999,7.903636363636363,2.283103896103896,2.161,1.2672727272727273,10.804532467532468,19.410999999999998,16.501818181818184,0.15325974025974026,0.28300000000000003,0.41990909090909095,3.075706149882239,11.039563826406688,14.366637257160837,0.26875
2012-07-29,0,0,0,0,1,0,0,0,7.060733879803658,0.020038815178283962,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,66.86096774193548,30.69129032258064,37.695454545454545,24.77516129032258,11.303548387096773,11.17,15.024516129032255,4.759354838709678,2.7854545454545456,3.855161290322581,2.983548387096775,8.868181818181819,0.0978064516129032,0.16374193548387095,0.7956363636363636,4.796599768140074,10.286906197723129,16.780654770510303,0.885
2012-08-05,0,0,0,0,0,1,0,0,26.872452583197052,0.1292742279497769,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,30.454545454545457,15.5,14.7012987012987,8.377272727272725,4.82,3.8711688311688315,1.7145454545454546,0.5115,0.3088506493506493,6.386363636363636,3.8984999999999994,2.2853051948051943,0.07536363636363637,0.16595000000000004,0.19933701298701298,4.0952703210767725,10.706451612903225,14.337436739558525,0.2839285714285715
2012-08-05,0,0,0,0,0,1,0,0,6.967590907508816,0.018545810469275528,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,84.94580645161288,48.776129032258055,20.316066191872643,31.51096774193548,18.039354838709677,6.949539170506911,20.15709677419355,9.891935483870967,1.1073565144532889,4.290967741935483,3.419354838709677,3.7542144951822363,0.06483870967741934,0.1307741935483871,0.2977737746124842,2.051446553348546,7.541752982931601,13.211245509515393,0.33999999999999997
2012-08-05,0,0,0,0,0,1,0,0,17.53402651475949,0.03279976496147124,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,37.370909090909095,28.43,27.704415584415585,15.320000000000002,11.246,17.68618181818182,6.75181818181818,3.5699999999999994,9.433376623376622,13.00818181818182,18.244500000000002,42.885642857142855,0.03572727272727273,0.19870000000000002,0.44835974025974024,1.0921127595900029,7.315954853570809,16.30151249741203,0.27125000000000005
2012-08-05,0,0,0,0,0,1,0,0,13.51218840073142,0.05552428708186363,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,59.39454545454545,44.8915,24.926772727272724,19.239090909090912,8.7025,8.021720779220779,10.298181818181817,1.6255000000000002,2.345655844155844,11.798181818181817,14.7105,21.913253246753246,0.06345454545454546,0.22,0.3479480519480519,1.1126731324527384,6.906217801582009,14.290835097857224,0.10482142857142855
2012-08-12,0,0,0,0,0,1,0,0,26.80081818137665,0.12914347166720844,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,32.9325,17.33116883116883,15.5,7.76,5.625584415584416,4.329999999999999,1.0125,0.7407402597402598,0.403,11.513214285714286,4.861207792207792,3.027,0.09207142857142858,0.14507922077922078,0.1789,7.825892154879885,9.26604363378557,11.541935483870969,0.33999999999999997
2012-08-12,0,0,0,0,0,1,0,0,7.118322279648536,0.020193843151665402,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,87.2207142857143,66.86096774193548,30.69129032258064,25.82,24.77516129032258,11.303548387096773,14.68625,15.024516129032255,4.759354838709678,2.8524999999999996,3.855161290322581,2.983548387096775,0.18775,0.0978064516129032,0.16374193548387095,1.9139264695443141,4.796599768140074,10.286906197723129,0.47714285714285715
2012-08-12,0,0,0,0,0,1,0,0,17.826307318566187,0.03258415874930291,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,45.347500000000004,30.264805194805195,27.45,16.016250000000003,9.059714285714286,14.802000000000003,6.772500000000001,1.5281818181818179,6.79,11.058750000000003,7.489103896103897,31.639000000000003,0.16225,0.07778701298701299,0.3324000000000001,3.228342301602964,2.6984349423133582,12.42177709918514,0.22
2012-08-12,0,0,0,0,0,1,0,0,13.521744464174022,0.05585425174567693,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,53.873749999999994,55.523597402597396,33.163000000000004,21.862500000000004,10.270194805194805,8.334999999999999,13.606250000000001,2.283103896103896,2.161,8.18125,10.804532467532468,19.410999999999998,0.161125,0.15325974025974026,0.28300000000000003,3.7873605719945624,3.075706149882239,11.039563826406688,0.09999999999999999
2012-08-19,0,0,0,0,0,1,0,0,17.840897249686588,0.031145899618355035,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,52.93607142857143,37.370909090909095,28.43,9.345178571428571,15.320000000000002,11.246,0.7475000000000002,6.75181818181818,3.5699999999999994,0.5833928571428569,13.00818181818182,18.244500000000002,0.4084642857142858,0.03572727272727273,0.19870000000000002,7.690887348557936,1.0921127595900029,7.315954853570809,0.2885714285714286
2012-08-19,0,0,0,0,0,1,0,0,26.7857166828155,0.1295307142611459,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,24.3875,30.454545454545457,15.5,4.140714285714287,8.377272727272725,4.82,0.2867857142857143,1.7145454545454546,0.5115,2.9175,6.386363636363636,3.8984999999999994,0.44264285714285717,0.07536363636363637,0.16595000000000004,18.655222078534962,4.0952703210767725,10.706451612903225,0.14285714285714285
2012-08-19,0,0,0,0,0,1,0,0,7.0587743837489905,0.018196776183700993,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,68.41571428571429,84.94580645161288,48.776129032258055,9.724285714285715,31.51096774193548,18.039354838709677,0.990892857142857,20.15709677419355,9.891935483870967,0.2167857142857143,4.290967741935483,3.419354838709677,0.4133214285714285,0.06483870967741934,0.1307741935483871,5.253250560389808,2.051446553348546,7.541752982931601,0.3514285714285714
2012-08-19,0,0,0,0,0,1,0,0,13.480456182000003,0.055329088646252696,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,37.42910714285715,59.39454545454545,44.8915,14.591071428571428,19.239090909090912,8.7025,8.593035714285714,10.298181818181817,1.6255000000000002,0.5244642857142858,11.798181818181817,14.7105,0.39901785714285715,0.06345454545454546,0.22,11.134243234099305,1.1126731324527384,6.906217801582009,0.09999999999999999
2012-08-26,0,0,0,0,0,1,0,0,17.863750025260362,0.03152398602331104,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,72.79428571428572,45.347500000000004,30.264805194805195,7.848571428571428,16.016250000000003,9.059714285714286,0.37714285714285717,6.772500000000001,1.5281818181818179,0.8814285714285713,11.058750000000003,7.489103896103897,0.25285714285714284,0.16225,0.07778701298701299,4.448067288163166,3.228342301602964,2.6984349423133582,0.31
2012-08-26,0,0,0,0,0,1,0,0,6.675607380615992,0.015051825814742197,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,98.13142857142859,87.2207142857143,66.86096774193548,8.785714285714286,25.82,24.77516129032258,0.5457142857142857,14.68625,15.024516129032255,1.012857142857143,2.8524999999999996,3.855161290322581,0.23685714285714285,0.18775,0.0978064516129032,4.0978851343072416,1.9139264695443141,4.796599768140074,0.43666666666666665
2012-08-26,0,0,0,0,0,1,0,0,26.780643280606643,0.1275932198696352,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,20.417142857142856,32.9325,17.33116883116883,4.304285714285714,7.76,5.625584415584416,0.3071428571428571,1.0125,0.7407402597402598,7.802857142857143,11.513214285714286,4.861207792207792,0.3614285714285714,0.09207142857142858,0.14507922077922078,17.516111969488176,7.825892154879885,9.26604363378557,0.16666666666666669
2012-08-26,0,0,0,0,0,1,0,0,13.482202242689064,0.05367934623744451,22.5,22.5,22.250000000000004,7.685714285714284,7.700000000000001,7.783035714285714,30.934285714285714,53.873749999999994,55.523597402597396,11.934285714285716,21.862500000000004,10.270194805194805,5.808571428571429,13.606250000000001,2.283103896103896,0.6657142857142857,8.18125,10.804532467532468,0.226,0.161125,0.15325974025974026,8.008576503217359,3.7873605719945624,3.075706149882239,0.949375
